user,Subject,text
dirtnoroads,Donald Trump,@realDonaldTrump https://t.co/96HFdhJlN1
AirlaMaciele1,Donald Trump,@realDonaldTrump Are you who have always denied Pandemic concern for the people now?Or is it fear of losing?It seem… https://t.co/qTdpfPWUEG
CF_realidad,Donald Trump,@realDonaldTrump Nah dude we’re getting your stupid ass outta there
ruthclay70,Donald Trump,@realDonaldTrump Trump 2020
silkyest1,Donald Trump,"@realDonaldTrump 1000 American civilians dead in the last 24 hours. Total to 154,149 while New Zealand is COVID fre… https://t.co/ACPjQ14ZAv"
macbride247,Donald Trump,@realDonaldTrump The GOP in every state better have a monitor in EVERY Polling Location watching EVERYONE Counting… https://t.co/VE4X3rCnNp
AlejandroAr3nas,Donald Trump,@realDonaldTrump Someone’s a little scared lol
brig2_terabthia,Donald Trump,@realDonaldTrump lol we all saw this one coming
Trump2Usa,Donald Trump,@realDonaldTrump How can @SpeakerPelosi talk about ANYONE when her district of Sam Francisco is such a shithole?  I… https://t.co/Z9G8kZesEZ
TDIpower,Donald Trump,@realDonaldTrump Oooh! That’s a novel idea. If the DemocRATS are so worried about people not being able to get out… https://t.co/3tQ5wKKf5m
BernardWandera5,Donald Trump,@realDonaldTrump America will forever rue the day they voted this embarrassment into office!!
ContrarianCdn,Donald Trump,@realDonaldTrump DISTRACTION. herman cain is dead because of your stupid rally and the refusal to socially distance.   YOU. ARE. DONE !!
awkops,Donald Trump,@realDonaldTrump Your daughter has the voting machines. You appointed a buddy donor head of the USPS. Your call you… https://t.co/YMg0VWg6ah
Hooah90032912,Donald Trump,@realDonaldTrump Yes!
joannecook1234,Donald Trump,@realDonaldTrump Oh hell no!  We can’t have any extra days with you in office!
AJ_Is_Annoying,Donald Trump,@realDonaldTrump The only thing inaccurate and fraudulent here is you
MISS_UNO,Donald Trump,@realDonaldTrump Boom !! There it is .you let people die and Covid to spread for YOUR political gain.  Our blood is on your hands .
RedStirner,Donald Trump,@realDonaldTrump https://t.co/q0lLdRldvM
Ms_Gost,Donald Trump,@realDonaldTrump Your friend died. #HermanCain #COVID19 #antimask
adios_45,Donald Trump,"@realDonaldTrump Your mouth keeps coming open, so we must vote! @Adios Trump"
rajiraji11,Donald Trump,"@realDonaldTrump Well, it's not legal to do so, so probably not going to happen."
LairdOverbrook,Donald Trump,@realDonaldTrump Your rally killed Herman Cain.
gunowninglib,Donald Trump,@realDonaldTrump The distracter in chief speaks. 🤣😂🤣😂
baeritoki,Donald Trump,@realDonaldTrump Guess what you psychopath... voting can be done online... SAFELY... If you know what your doing.
LauraDiGiovan11,Donald Trump,@realDonaldTrump No!  You are the fraud. You are the embarrassment.
dirtyjersey701,Donald Trump,@realDonaldTrump #InsaneClownPrez https://t.co/Sv1Ej8Ju06
Johncas90175859,Donald Trump,@realDonaldTrump You are gonna lose Trump
meredithseher,Donald Trump,@realDonaldTrump And so it begins.
j64542537,Donald Trump,@realDonaldTrump https://t.co/W72Ks07QgM
Placidu90580518,Donald Trump,"@realDonaldTrump President Donald Trump is right, because if they have been Censoring peoples activities on Social… https://t.co/yLAaKzFegf"
theleaderisgood,Donald Trump,@realDonaldTrump https://t.co/SCZH86asT2
NoelRamey7,Donald Trump,@realDonaldTrump Good thing you can’t do that. Republicans hate Democracy.
DonaldLying,Donald Trump,"@realDonaldTrump Ha, ha, ha, ha, ha Ha, ha, ha, ha, ha Ha, ha, ha, ha, ha Ha, ha, ha, ha, ha  Never let the truth g… https://t.co/XYrb007xyV"
Brent_Thien,Donald Trump,@realDonaldTrump I tell you what... immo be voting early to eject ur sorry ass out of office so America can regain… https://t.co/Zpoj9dO7E2
londonlover1006,Donald Trump,@realDonaldTrump You've voted by mail. Your family members have voted by mail. Your AG &amp; other cabinet members have… https://t.co/CoG0lgJdAX
Vttbots,Donald Trump,@realDonaldTrump https://t.co/sC39P7hAKh
mikereinhart,Donald Trump,@realDonaldTrump https://t.co/KPcW8ytVca
DentonDanO,Donald Trump,@realDonaldTrump The election must go on! (Registered Independent)  They've never been delayed in our country's his… https://t.co/q0Ns3VGzyF
ruthlynn27_lynn,Donald Trump,@realDonaldTrump Hey 45. Are you trying to stay in power. Getting a little desperate are we!!!!
AlanMishler,Donald Trump,"@realDonaldTrump If you delay the November election, many will accuse you of gross manipulation.  Please do not del… https://t.co/VOHMavPcfn"
LudaChriscvk218,Donald Trump,@realDonaldTrump NO this election is happening.
Reginax38,Donald Trump,@realDonaldTrump Attention is on John Lewis NOW. Put some respect on his name by SHUTTING UP
Humb93Calbee,Donald Trump,"@realDonaldTrump At this point in the morning, there are over 97,000 “individuals” (I’m sure many are bots) that ar… https://t.co/85DIOYtu1D"
Poormanumbrella,Donald Trump,"@realDonaldTrump Reported. You are misleading people about an election.   Why is it safe to send a paycheck, a paym… https://t.co/xO5Dcwief3"
Game_Time2020,Donald Trump,@realDonaldTrump After the last four years it's evident Dems won't step down when they lose. Hoax n lies How much m… https://t.co/F1DJwFeykA
FCuyUvAHdgHjVEq,Donald Trump,"@realDonaldTrump On April 15th in South Korea, the most terrifying postal voting election in history occurred, a se… https://t.co/dPjMuqEfZk"
KellyB76290902,Donald Trump,@realDonaldTrump Delay the inevitable of your loss??? Hell no. #WeWillVote.
Marc_Ullman,Donald Trump,@realDonaldTrump #facist #TrumpVirusDeathToll150K
veronicabolbos,Donald Trump,@realDonaldTrump https://t.co/jOqiTtBP1i
ThatRealDani,Donald Trump,@realDonaldTrump https://t.co/eaY8aFBaUH
ConstructivIndy,Donald Trump,"@realDonaldTrump America is sick of you and we want you in prison, not the White House. Any attempt to postpone the… https://t.co/VlqKXSsGhh"
bishopofraor,Donald Trump,@realDonaldTrump No that was 2016
Hotrod_419,Donald Trump,@realDonaldTrump You failed him @realDonaldTrump https://t.co/FGDKvHFDSq
eileenjaded,Donald Trump,@realDonaldTrump You’re going to lose. You can not postpone losing. Resign.
odielove4ever,Donald Trump,"@realDonaldTrump There is no evidence of widespread voter fraud through mail-in voting, even in states with all-mai… https://t.co/u9uR16J9jF"
PresenileYouth,Donald Trump,@realDonaldTrump 👍👍👏👏.. That will  not only be a wise step but a tight slap on the faces of all those ppl (includin… https://t.co/Nq7dpnU4XW
ninjaaachinchin,Donald Trump,@realDonaldTrump Hahahahaha! The idiot knows he’s losing bigly... &amp; that he’ll be booted out in a few days.… https://t.co/WeiAzObIho
NoCuttCards_,Donald Trump,@realDonaldTrump Sounds to me you’re afraid of losing big guy . If you scared just say that
socal0834,Donald Trump,@realDonaldTrump Great job Repubs!!! Leaving a dumb lunatic in office was fantastic!!!! https://t.co/kVS8hD1h5i
suktub1,Donald Trump,@realDonaldTrump What is the difference between absentee voting and mail-in voting that makes one process better th… https://t.co/m77ASexl4d
PeltzCheryl,Donald Trump,@realDonaldTrump Not gonna happen!!!  And the ONLY embarrassment to this country is YOU!!
Kimjord40496251,Donald Trump,"@realDonaldTrump YES GOOD IDEA, DELAY THE VOTE!!"
evockley,Donald Trump,@realDonaldTrump Tyrants and despots delay elections. The American people will crawl over broken glass and then swi… https://t.co/F9IT94LJeR
scallopgreed,Donald Trump,@realDonaldTrump Is this what's happening to you? Do you need help? https://t.co/bHHu1JFTQO
HowzitUSA,Donald Trump,@realDonaldTrump Hello President Pelosi! https://t.co/B9c0qMRr5j https://t.co/b6u0F5UY6E
NnLie10,Donald Trump,@realDonaldTrump It's like when you set up all the excuses for why you'll lose to your homeboy in 1 on 1 before y'a… https://t.co/wifgFChpJA
alusa2008,Donald Trump,@realDonaldTrump No stupid.  You don’t delay the election. You would like that so you can stay in office.
kcwillis,Donald Trump,@realDonaldTrump Can you say President Pelosi?
Salazar8080,Donald Trump,@realDonaldTrump 😂
marzclaire,Donald Trump,@realDonaldTrump But schools can reopen?
LindaDa97779252,Donald Trump,@realDonaldTrump Dear Mr. President- do you realize when a person votes using an absentee ballot it is mailed??  Or… https://t.co/UZeGAYRYhh
RustyDiggins,Donald Trump,@realDonaldTrump Lol. King of trolls. 😂
Connie78293229,Donald Trump,@realDonaldTrump You want to rig the election because you know it's OVER for you.  We can smell your fear.  YOU will NOT delay the election.
LibTee,Donald Trump,@realDonaldTrump Your friend just died.
sterlingrose72,Donald Trump,@realDonaldTrump Stop whining! You're only complaining because you know you will lose especially since voting is be… https://t.co/cSvaSjRiAk
ShawnLarson23,Donald Trump,@realDonaldTrump At this point anybody listening to #FauciFraud or anybody allowing this moron to speak should not… https://t.co/a26Ot6f9e2
bonotruth,Donald Trump,@realDonaldTrump I am going to risk covid to vote by your rules in person to vote you out
AndreaFaizi,Donald Trump,"@realDonaldTrump No, stupid."
_mrattigan,Donald Trump,"@realDonaldTrump Don go and have a sit down, turn off Fox News &amp; put down the phone. You have no constitutional aut… https://t.co/1S77ffNiuG"
dudiegirl2,Donald Trump,@realDonaldTrump Today is Representative John Lewis’ day &amp; your tweets of desperation can’t change that. John Lewis… https://t.co/ZIGzOskWGs
Dr_Abominable,Donald Trump,"@realDonaldTrump Hey, you should go hang out with Herman Cain. Forever."
TavoChaser11,Donald Trump,"@realDonaldTrump 2016 was a Fraud, seems like you are scared that you will lose 2020 and that is what's going to happen."
VandelayIndus15,Donald Trump,@realDonaldTrump @Nate_Cohn the entire state of washington votes by mail every single year.
StuartLufcstu,Donald Trump,@realDonaldTrump And what exactly do you think the 2016 election was if not fraudulent?
JMTPATRIOT,Donald Trump,@realDonaldTrump We are with you Mr. President! The Democrats are lying cheaters and will do anything to steal an e… https://t.co/ygBtx69mGn
CNataliec101,Donald Trump,"@realDonaldTrump You’re insane. You do not have the power to do this, you’re just sad because you know you don’t ha… https://t.co/srnMiTkizq"
DijanaB,Donald Trump,@realDonaldTrump #WeWillVote #VoteBlueToEndThisNightmare
KatyGirl1,Donald Trump,@realDonaldTrump Ummmmmm.... Don’t YOU vote by mail???🤦🏻‍♀️
cozy_smug_cunt,Donald Trump,"@realDonaldTrump Hahahaha. Little boy Donny is scared, because he knows he’s gonna lose."
RhondaKramer,Donald Trump,@realDonaldTrump You are the greatest embarrassment in the history of this nation!
Lyla80337623,Donald Trump,@realDonaldTrump Yo trump why u building a wall
LatamHeroica,Donald Trump,@realDonaldTrump #Trump wants schools reopened but elections delayed. Think on it.
Cectwocurtic,Donald Trump,@realDonaldTrump https://t.co/HLFER4KCQx
Jackebb,Donald Trump,"@realDonaldTrump Even me, from Canada knows that you cant do this, well, you should read your own constitution dude! 😉"
chopsdad,Donald Trump,@realDonaldTrump Biden wouldn’t make another 3 months
MrVeggs,Donald Trump,@realDonaldTrump The desperation is crazy
_Elle_Boogie_,Donald Trump,@realDonaldTrump In 1920 there was a presidential election after the war and during a pandemic. If they did it then… https://t.co/C7lWYGovLd
Jesmilia,Donald Trump,@realDonaldTrump Yes! NO mail voting/If the Democrats can continue this fraud COVID19 lock down to dominate us we m… https://t.co/RlekzqSpjX
Caasiah,Donald Trump,@realDonaldTrump Have you ever even read the constitution?
drjulieo1,Donald Trump,@realDonaldTrump You know you can’t do that. Right?
harrison_janee,Donald Trump,"@realDonaldTrump The PRESIDENT will bring the eulogy for John Lewis today, #PRESIDENTBARACKOBAMA that is!"
shanniebug,Donald Trump,@realDonaldTrump Send kids to school but delay the election?  You’re the most morally corrupt president of all times.
ClaireW2332,Donald Trump,@realDonaldTrump But is ok the send our kids to school and open up everything?   OH and BTW......YOU CAN'T DO THIS!
eQtorX,Donald Trump,@realDonaldTrump https://t.co/J0bMZdTMEP
Beth77558542,Donald Trump,"@realDonaldTrump This maniac needs to be removed ASAP, he has done more than enough damage to this Country!  And Ba… https://t.co/4rYhGJnmt2"
The__Red_Baron,Donald Trump,@realDonaldTrump Congrats Mr. President on breaking another record. The US economy contracted at a 32.9% annual rat… https://t.co/BYwX2d3jQp
SammSabu,Donald Trump,@realDonaldTrump Don't worry you have already embarrassed us (US).   We are ready to vote you out of office !!
GatorPats,Donald Trump,@realDonaldTrump Biden called it - you’re losing and now trying to delay the vote!!! Corrupt gop!!!!
soootee2016,Donald Trump,@realDonaldTrump You are corrupt.  LAW AND ORDER NEEDED NOW IN THE WH
BavariasW,Donald Trump,@realDonaldTrump Man that's so embarrassing 😂😂😂
TinaGF83,Donald Trump,@realDonaldTrump You are a chicken! https://t.co/OrJVZAw1Bp
AlcazarSamantha,Donald Trump,@realDonaldTrump The only fraud here is you!
luvjazz50,Donald Trump,@realDonaldTrump BS.   The world will jump with joy. The world will clap their hands &amp; congratulate us. People from… https://t.co/MaA6DM3dmD
morrison1026,Donald Trump,@realDonaldTrump NO FLIPPING WAY do we want you in office for one minute more than were have to have you there!!!  You are out of your mind!
Thestablegeniu3,Donald Trump,@realDonaldTrump America will most likely vote you out regardless of the delay.  You’re desperate and a sore loser. https://t.co/GbmQixfGmr
earthseige,Donald Trump,@realDonaldTrump WTF is this dude  smoking? We're voting in November! The soul of our Nation is at stake!
bossb1000,Donald Trump,@realDonaldTrump https://t.co/UOVZv3jmsS
KarenKommay,Donald Trump,@realDonaldTrump Absolutely not! I'd risk the contraction of COVID-19 to exercise my constitutional right to vote t… https://t.co/Iy1n9miSak
mggtoscano,Donald Trump,@realDonaldTrump The only #Fraud here is #TrumpIsACompleteFailure https://t.co/9oX7CZqVTS
TerryJa18356576,Donald Trump,"@realDonaldTrump Go ahead, try and do it. I have no problem with Nancy Pelosi being sworn in as president on Januar… https://t.co/O0LK8y8jE3"
kevinD94506196,Donald Trump,"@realDonaldTrump Now corrupt liar and coward Trump who has the blood of over 150,000 dead Americans on his hands an… https://t.co/fusDbFVmkO"
BaLdHeAdH0Esh11,Donald Trump,@realDonaldTrump https://t.co/VTpDRGqox3
KirstenStentof3,Donald Trump,"@realDonaldTrump Ha, ha, just because you are afraid to loose to the blue party. 😂😂😂😂😂"
Sweete_Ladye,Donald Trump,@realDonaldTrump There is 95 days left before you are voted out of office and you are scared.
Windwardmarco,Donald Trump,@realDonaldTrump You have now made public what we feared you would attempt to do all along. This coup you are planning will not work.
GiacomoAngel,Donald Trump,@realDonaldTrump Unfortunately the 1st amendment is dead for some people.
Imjustshayeing,Donald Trump,@realDonaldTrump I'd walk through the firey gates of hell with kerosene underwear on to vote you out! Idk how we'll… https://t.co/8Y0FKaUVxA
jkrncwilm,Donald Trump,@realDonaldTrump You can’t change the Constitution!
joanned1969,Donald Trump,@realDonaldTrump You are chatting shit
Layeredlaywer,Donald Trump,@realDonaldTrump Yr calls with Putin are getting more interesting. Putin is giving his moron puppet bigger ideas--h… https://t.co/AHymAVpc2U
